parent,tm_freeh_HOMO(eV),tm_freeh_LUMO(eV),tm_freeh_HLgap(eV),smiles,inchikey,mol,inchikey_short,parent_alk,tm_freeh_HOMO(eV)_alk,tm_freeh_LUMO(eV)_alk,tm_freeh_HLgap(eV)_alk,smiles_alk,inchikey_alk,mol_alk,parent_rad,tm_freeh_HOMO(eV)_rad,tm_freeh_LUMO(eV)_rad,tm_freeh_HLgap(eV)_rad,smiles_rad,inchikey_rad,mol_rad,rad_br,rad_alk,C_tm_water_nmr_iso,C_tm_water_charge_mulliken,C_tm_water_charge_loewdin,C_tm_water_charge_paboon,C_tm_water_charge_fasm,C_tm_water_nucleophilic_mulliken,C_tm_water_nucleophilic_loewdin,C_tm_water_nucleophilic_paboon,C_tm_water_nucleophilic_fasm,C_tm_water_electrophilic_mulliken,C_tm_water_electrophilic_loewdin,C_tm_water_electrophilic_paboon,C_tm_water_electrophilic_fasm,C_tm_water_radical_mulliken,C_tm_water_radical_loewdin,C_tm_water_radical_paboon,C_tm_water_radical_fasm,Br_tm_water_nmr_iso,Br_tm_water_charge_mulliken,Br_tm_water_charge_loewdin,Br_tm_water_charge_paboon,Br_tm_water_charge_fasm,Br_tm_water_nucleophilic_mulliken,Br_tm_water_nucleophilic_loewdin,Br_tm_water_nucleophilic_paboon,Br_tm_water_nucleophilic_fasm,Br_tm_water_electrophilic_mulliken,Br_tm_water_electrophilic_loewdin,Br_tm_water_electrophilic_paboon,Br_tm_water_electrophilic_fasm,Br_tm_water_radical_mulliken,Br_tm_water_radical_loewdin,Br_tm_water_radical_paboon,Br_tm_water_radical_fasm
FSQVBULEPAWPNF-WXRBYKJCNA-N,-8.23997,1.12136,9.36133,[H]c1c([H])c(N([H])C(=O)C([H])([H])Br)c([H])c(C([H])([H])[H])c1[H],FSQVBULEPAWPNF-WXRBYKJCNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7120ee0>,FSQVBULEPAWPNF,FSQVBULEPAWPNF-WXRBYKJCNA-N,-8.04272,1.3601,9.40283,[H]c1c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H],ALMHSXDYCFOZQD-KZFATGLANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdac0>,FSQVBULEPAWPNF-WXRBYKJCNA-N,-7.93461,-1.30559,6.62902,[H][C]([H])C(=O)N([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H],YTVBXHNUUFTIIH-KZFATGLANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ac880>,0.037681436290313286,0.03547037968007771,147.16490472,-0.23951,-0.30183,-0.1825,0.035514382,-0.0036,0.0177,0.0187,0.0355,-0.0022,0.004,-0.0017,0.0186,-0.0029,0.0108,0.0085,0.0271,2351.31694555,-0.1292,0.02091,-0.0697,-0.076752048,0.0765,0.0696,0.0514,0.0982,0.042,0.0372,0.0322,0.0626,0.0593,0.0534,0.0418,0.0804
FUWLUTOKEUZKCM-UHFFFAOYNA-N,-9.3004,-0.52733,8.77307,[H]c1c([H])c(F)c([H])c(C(=O)[C@]([H])(Br)C([H])([H])[H])c1[H],FUWLUTOKEUZKCM-ZCFIWIBFNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7120f40>,FUWLUTOKEUZKCM,FUWLUTOKEUZKCM-UHFFFAOYNA-N,-9.23682,-0.05455,9.18227,[H]c1c([H])c(F)c([H])c(C(=O)C([H])([H])C([H])([H])[H])c1[H],RPMOHVRRKYJFSB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdca0>,FUWLUTOKEUZKCM-UHFFFAOYNA-N,-8.6042,-1.41876,7.18544,[H][C](C(=O)c1c([H])c([H])c([H])c(F)c1[H])C([H])([H])[H],VVIRYCQVDRHFOO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ac8e0>,0.024402216550242883,0.022897040110024136,131.69516914,-0.27409,-0.19788,-0.0967,0.017092982,-0.011,0.023,0.0159,0.0196,-0.0294,0.0182,-0.0022,0.0134,-0.0202,0.0206,0.0069,0.0165,1968.91166742,-0.09997,0.01988,-0.0619,-0.111427094,0.1622,0.1508,0.1364,0.1749,0.2171,0.2049,0.2126,0.2023,0.1896,0.1778,0.1745,0.1886
FVRCRECNPNQSKL-UHFFFAOYNA-N,-9.46035,1.45294,10.91329,[H]C([H])([H])OC(=O)[C@]([H])(Br)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],FVRCRECNPNQSKL-MRVPVSSYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7120fa0>,FVRCRECNPNQSKL,FVRCRECNPNQSKL-UHFFFAOYNA-N,-9.66096,2.38793,12.04888,[H]C([H])([H])OC(=O)C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],IMXBRVLCKXGWSS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdbe0>,FVRCRECNPNQSKL-UHFFFAOYNA-N,-8.34138,-0.86331,7.47807,[H][C](C(=O)OC([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],APVDPLWVCVRDRY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ac940>,0.028049019309946743,0.02862704316004283,115.84855877,-0.13683,-0.19213,-0.1009,0.006309737,-0.0043,0.0952,0.1335,0.0152,-0.0328,0.0192,0.002,0.0093,-0.0185,0.0572,0.0678,0.0123,2302.03484698,-0.11181,0.00924,-0.061,-0.135123652,0.3235,0.3045,0.2602,0.3114,0.3265,0.316,0.3298,0.2784,0.325,0.3103,0.295,0.2949
FWTHBBJFYJTYHI-UHFFFAOYNA-N,-9.36837,-0.74428,8.62408,[H]c1c([H])c(C([H])([H])Br)c([H])c([N+](=O)[O-])c1C([H])([H])[H],FWTHBBJFYJTYHI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121040>,FWTHBBJFYJTYHI,FWTHBBJFYJTYHI-UHFFFAOYNA-N,-9.13869,-0.52465,8.61404,[H]c1c([H])c(C([H])([H])[H])c([N+](=O)[O-])c([H])c1C([H])([H])[H],BSFHJMGROOFSRA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdd60>,FWTHBBJFYJTYHI-UHFFFAOYNA-N,-7.58434,-1.00061,6.58373,[H][C]([H])c1c([H])c([H])c(C([H])([H])[H])c([N+](=O)[O-])c1[H],KGKHGDHKZADBQN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ac9a0>,0.024697932590243,0.023359129949994895,139.79136056,-0.20094,-0.24585,-0.1188,0.02643107,0.0023,0.0086,0.0146,0.0183,0.0002,0.0092,0.0051,0.029,0.0013,0.0089,0.0098,0.0237,2099.55147389,-0.15821,-0.02985,-0.0979,-0.155555554,0.0628,0.0576,0.0519,0.0766,0.2512,0.249,0.2533,0.2442,0.157,0.1533,0.1526,0.1604
FYSRAGLPXRVAPN-UHFFFAOYNA-N,-8.71464,-0.21115,8.50349,[H]C(=O)c1c([H])c([H])c([H])c(OC([H])([H])C([H])([H])Br)c1[H],FYSRAGLPXRVAPN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71210a0>,FYSRAGLPXRVAPN,FYSRAGLPXRVAPN-UHFFFAOYNA-N,-8.42266,-0.02295,8.39971,[H]C(=O)c1c([H])c([H])c([H])c(OC([H])([H])C([H])([H])[H])c1[H],QZMGMXBYJZVAJN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdc40>,FYSRAGLPXRVAPN-UHFFFAOYNA-N,-8.2988,-0.18809,8.11071,[H][C]([H])C([H])([H])Oc1c([H])c([H])c([H])c(C([H])=O)c1[H],WMJDOLFNNYQBEB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75aca00>,0.04457472249032435,0.04287972435008669,147.84666831,-0.26427,-0.29125,-0.1291,0.023777867,-0.0065,0.0011,0.0025,0.0068,-0.0113,0.0102,0.0069,0.0212,-0.0089,0.0056,0.0047,0.014,2417.10265419,-0.14039,0.00326,-0.0773,-0.130611296,0.018,0.0144,0.0133,0.0209,0.1093,0.101,0.1041,0.1097,0.0636,0.0577,0.0587,0.0653
FYYMWILFRUUBCX-ALCCZGGFNA-N,-8.86054,0.28029,9.14083,[H]/C(C(=O)OC([H])([H])C([H])([H])[H])=C(/OC([H])([H])C([H])([H])[H])C([H])([H])Br,FYYMWILFRUUBCX-ALCCZGGFNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121100>,FYYMWILFRUUBCX,FYYMWILFRUUBCX-ALCCZGGFNA-N,-8.52414,1.10429,9.62842,[H]/C(C(=O)OC([H])([H])C([H])([H])[H])=C(/OC([H])([H])C([H])([H])[H])C([H])([H])[H],ZOCYCSPSSNMXBU-SREVYHEPNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bddc0>,FYYMWILFRUUBCX-ALCCZGGFNA-N,-8.09829,-1.24327,6.85503,[H][C]([H])/C(OC([H])([H])C([H])([H])[H])=C(\[H])C(=O)OC([H])([H])C([H])([H])[H],CTXADDUHTSGAKD-SREVYHEPNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75aca60>,0.023562579910048953,0.022679396800072027,136.80819942,-0.21186,-0.26195,-0.1205,0.027398741,0.0346,0.0655,0.0932,0.0515,-0.0043,0.0046,-0.0004,0.029,0.0151,0.035,0.0464,0.0402,2208.2159223,-0.14494,-0.01003,-0.0684,-0.141550288,0.224,0.2216,0.1841,0.2444,0.1657,0.1579,0.1601,0.1798,0.1949,0.1898,0.1721,0.2121
GDBROVZRIQZCTA-UHFFFAOYNA-N,-8.26974,1.52342,9.79316,[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])Br)c(F)c1[H],GDBROVZRIQZCTA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121160>,GDBROVZRIQZCTA,GDBROVZRIQZCTA-UHFFFAOYNA-N,-8.14616,1.61376,9.75992,[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])[H])c(F)c1[H],WYJDYUQPRJBDMJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdd00>,GDBROVZRIQZCTA-UHFFFAOYNA-N,-7.86304,0.64182,8.50486,[H][C]([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c([H])c([H])c1F,HAYYWBGEFXIADP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acac0>,0.048010074280227855,0.04261832929012144,140.48855806,-0.23424,-0.26428,-0.0878,0.024349531,0.0129,0.0818,0.1049,0.0464,-0.0112,0.0012,-0.003,0.0155,0.0008,0.0415,0.051,0.031,2416.54178551,-0.17611,-0.03582,-0.1117,-0.164187081,0.1761,0.1717,0.1173,0.1842,0.0621,0.0592,0.0592,0.0716,0.1191,0.1154,0.0883,0.1279
GKNCPTLOPRDYMH-UHFFFAOYNA-N,-8.56526,-0.117,8.44826,[H]c1c([H])c([H])c(C(=O)C([H])([H])Br)c(OC([H])([H])[H])c1[H],GKNCPTLOPRDYMH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71211c0>,GKNCPTLOPRDYMH,GKNCPTLOPRDYMH-UHFFFAOYNA-N,-8.43148,0.35732,8.78879,[H]c1c([H])c([H])c(C(=O)C([H])([H])[H])c(OC([H])([H])[H])c1[H],DWPLEOPKBWNPQV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bde80>,GKNCPTLOPRDYMH-UHFFFAOYNA-N,-8.35167,-1.17835,7.17332,[H][C]([H])C(=O)c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H],FYZIJRPIHZYTTO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acb20>,0.03179707585059077,0.03208318160005774,140.30197709,-0.18683,-0.29378,-0.1678,0.029269622,0.0064,0.0294,0.0418,0.0487,-0.0204,0.0101,0.0027,0.027,-0.007,0.0198,0.0223,0.0378,2275.49245016,-0.12793,0.01545,-0.0557,-0.124846324,0.15,0.1455,0.1251,0.1725,0.1206,0.112,0.1138,0.1361,0.1353,0.1288,0.1195,0.1543
GLLACFRFEBEMED-UHFFFAOYNA-N,-9.39029,-0.00416,9.38613,[H]c1c(C(=O)OC([H])([H])[H])nc(C([H])([H])Br)c([H])c1[H],GLLACFRFEBEMED-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121220>,GLLACFRFEBEMED,GLLACFRFEBEMED-UHFFFAOYNA-N,-9.18872,0.26821,9.45693,[H]c1c(C(=O)OC([H])([H])[H])nc(C([H])([H])[H])c([H])c1[H],CYWIZMOZBTXFIL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bde20>,GLLACFRFEBEMED-UHFFFAOYNA-N,-7.70062,-0.96424,6.73638,[H][C]([H])c1nc(C(=O)OC([H])([H])[H])c([H])c([H])c1[H],QEZWFIHPJLUMRU-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acb80>,0.02621574942031657,0.025258996820070934,138.44547591,-0.16898,-0.25779,-0.1183,0.026013116,0.0087,0.0238,0.0344,0.0276,-0.0131,0.0145,0.0068,0.0285,-0.0022,0.0192,0.0206,0.0281,2142.20956701,-0.1511,-0.01719,-0.0802,-0.149804066,0.1031,0.0977,0.084,0.1195,0.2287,0.2227,0.2276,0.2214,0.1659,0.1602,0.1558,0.1705
GPPRXWUEJFPEDL-UHFFFAOYNA-N,-9.33152,-0.43697,8.89455,[H]c1c([H])c(C(=O)C([H])([H])Br)c(Cl)c([H])c1F,GPPRXWUEJFPEDL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121280>,GPPRXWUEJFPEDL,GPPRXWUEJFPEDL-UHFFFAOYNA-N,-9.14967,-0.05932,9.09035,[H]c1c([H])c(C(=O)C([H])([H])[H])c(Cl)c([H])c1F,CSEMGLVHVZRXQF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdf40>,GPPRXWUEJFPEDL-UHFFFAOYNA-N,-9.10885,-1.72599,7.38287,[H][C]([H])C(=O)c1c([H])c([H])c(F)c([H])c1Cl,SSMFIPZAKRULJX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acbe0>,0.029533239820466406,0.030928597780075506,145.91335614,-0.23814,-0.29465,-0.1807,0.038172487,0.0025,0.027,0.0269,0.0484,-0.0134,0.0236,0.0093,0.039,-0.0055,0.0253,0.0181,0.0437,2227.83168232,-0.10929,0.02356,-0.0523,-0.100033875,0.1481,0.1427,0.1243,0.1799,0.2166,0.2069,0.211,0.214,0.1824,0.1748,0.1677,0.1969
GSCCVWPVPFIRJP-UHFFFAOYNA-N,-8.90347,-0.19167,8.7118,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1C(=O)C([H])([H])Br,GSCCVWPVPFIRJP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71212e0>,GSCCVWPVPFIRJP,GSCCVWPVPFIRJP-UHFFFAOYNA-N,-8.74912,0.29784,9.04696,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1C(=O)C([H])([H])[H],HSDSKVWQTONQBJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdfa0>,GSCCVWPVPFIRJP-UHFFFAOYNA-N,-8.61383,-1.38431,7.22952,[H][C]([H])C(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],UBJSNQNIJKBIJD-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acc40>,0.031577303760059294,0.03281777076006165,147.10771361,-0.23242,-0.29303,-0.1699,0.032897631,0.0071,0.0309,0.0405,0.0483,-0.0122,0.0232,0.0135,0.0359,-0.0025,0.027,0.027,0.0421,2207.96890101,-0.11711,0.01679,-0.0505,-0.113019296,0.1538,0.1488,0.1304,0.1749,0.1841,0.1735,0.1771,0.1812,0.1689,0.1612,0.1537,0.1781
GWKPUJFMTNFANT-UHFFFAOYNA-N,-9.13724,-0.46666,8.67058,[H]c1c([H])c(C([H])([H])[H])c(F)c([H])c1C(=O)C([H])([H])Br,GWKPUJFMTNFANT-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121340>,GWKPUJFMTNFANT,GWKPUJFMTNFANT-UHFFFAOYNA-N,-9.03227,0.03801,9.07028,[H]c1c([H])c(C([H])([H])[H])c(F)c([H])c1C(=O)C([H])([H])[H],XAMNMGLEJNLUIH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87bdee0>,GWKPUJFMTNFANT-UHFFFAOYNA-N,-8.8748,-1.60216,7.27264,[H][C]([H])C(=O)c1c([H])c([H])c(C([H])([H])[H])c(F)c1[H],ZPZKIBSMYMAONN-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acca0>,0.03083272822050276,0.03274900212011289,148.62415368,-0.22815,-0.29074,-0.1736,0.037409913,0.0092,0.0293,0.0353,0.0492,-0.0134,0.0196,0.0093,0.0344,-0.0021,0.0245,0.0223,0.0418,2189.79823113,-0.1089,0.0268,-0.044,-0.100623237,0.1544,0.1499,0.1326,0.1765,0.1975,0.1903,0.1935,0.1936,0.176,0.1701,0.1631,0.1851
GXFGAQZYZUIINO-UHFFFAOYNA-N,-8.37695,0.40626,8.78321,[H]c1c([H])c(OC([H])([H])[H])c(F)c(C([H])([H])Br)c1Cl,GXFGAQZYZUIINO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71213a0>,GXFGAQZYZUIINO,GXFGAQZYZUIINO-UHFFFAOYNA-N,-8.12365,1.39969,9.52334,[H]c1c([H])c(OC([H])([H])[H])c(F)c(C([H])([H])[H])c1Cl,KJIQVDCKCQPLIZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f80a0>,GXFGAQZYZUIINO-UHFFFAOYNA-N,-7.37419,-0.81585,6.55834,[H][C]([H])c1c(F)c(OC([H])([H])[H])c([H])c([H])c1Cl,NTMZJQTXGZBWJB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acd00>,0.0249558437703854,0.024587460270140582,147.6682548,-0.20092,-0.25446,-0.1143,0.028452431,0.0344,0.0882,0.1222,0.0614,-0.0087,-0.002,-0.0023,0.0194,0.0128,0.0431,0.0599,0.0404,2174.02193035,-0.15197,-0.02834,-0.0937,-0.153296993,0.27,0.2633,0.2205,0.2738,0.055,0.0462,0.0476,0.0695,0.1625,0.1547,0.1341,0.1717
HCKPAAMFYJPGMI-UHFFFAOYNA-N,-9.20712,-0.74107,8.46604,[H]c1nc(C([H])([H])[H])n(C([H])([H])C([H])([H])Br)c1[N+](=O)[O-],HCKPAAMFYJPGMI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121400>,HCKPAAMFYJPGMI,HCKPAAMFYJPGMI-UHFFFAOYNA-N,-9.06854,-0.55759,8.51095,[H]c1nc(C([H])([H])[H])n(C([H])([H])C([H])([H])[H])c1[N+](=O)[O-],XYNVNGOLNUIHDV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8100>,HCKPAAMFYJPGMI-UHFFFAOYNA-N,-8.69014,-0.5728,8.11734,[H][C]([H])C([H])([H])n1c(C([H])([H])[H])nc([H])c1[N+](=O)[O-],ZNJDTGRLGACSDZ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acd60>,0.04834263326029031,0.044987211169996044,139.62472058,-0.24933,-0.28033,-0.0987,0.032295282,-0.0154,0.0067,0.0102,0.0183,-0.0096,0.011,0.0072,0.0277,-0.0125,0.0088,0.0087,0.023,2381.60210519,-0.13928,-0.00222,-0.078,-0.10861017,0.0358,0.0286,0.0204,0.0543,0.1947,0.1938,0.1986,0.1964,0.1153,0.1112,0.1095,0.1253
HDOOWEISFUCYOU-UHFFFAOYNA-N,-8.89968,1.17253,10.0722,[H]c1c([H])c([C@@]([H])(OC([H])([H])[H])C([H])([H])Br)c([H])c([H])c1F,HDOOWEISFUCYOU-VIFPVBQENA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121460>,HDOOWEISFUCYOU,HDOOWEISFUCYOU-UHFFFAOYNA-N,-8.73158,1.27935,10.01093,[H]c1c([H])c([C@@]([H])(OC([H])([H])[H])C([H])([H])[H])c([H])c([H])c1F,QJVVITCWTCLUAK-ZETCQYMHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8040>,HDOOWEISFUCYOU-UHFFFAOYNA-N,-8.24734,0.02222,8.26956,[H][C]([H])[C@]([H])(OC([H])([H])[H])c1c([H])c([H])c(F)c([H])c1[H],HFSYUZZRYXYVMU-ZETCQYMHNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acdc0>,0.049110942160041304,0.04656274850003683,137.32967755,-0.19978,-0.27007,-0.1123,0.017611155,0.0194,0.0506,0.0807,0.0297,-0.0046,0.0031,0.001,0.0209,0.0074,0.0268,0.0409,0.0253,2384.62997929,-0.14339,-0.0009,-0.0809,-0.145813696,0.1321,0.1321,0.0967,0.1659,0.1049,0.1016,0.0998,0.1264,0.1185,0.1169,0.0983,0.1462
HGKPAXHJTMHWAH-UHFFFAOYNA-N,-9.58121,-0.19295,9.38826,[H]c1c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c([H])c1C([H])([H])Br,HGKPAXHJTMHWAH-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71214c0>,HGKPAXHJTMHWAH,HGKPAXHJTMHWAH-UHFFFAOYNA-N,-9.39284,0.54839,9.94122,[H]c1c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],YYDNBUBMBZRNQQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8220>,HGKPAXHJTMHWAH-UHFFFAOYNA-N,-7.81496,-1.3183,6.49666,[H][C]([H])c1c([H])c([H])c(S(=O)(=O)C([H])([H])[H])c([H])c1[H],DGFKXWYQCIINPR-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ace20>,0.02423951503033095,0.022946550560050127,140.07548397,-0.20392,-0.24707,-0.1221,0.027142346,0.0308,0.055,0.0805,0.046,0.0001,0.0118,0.0067,0.029,0.0154,0.0334,0.0436,0.0375,2095.05997952,-0.15227,-0.02257,-0.093,-0.150425948,0.1977,0.1944,0.1647,0.2129,0.2838,0.2827,0.2872,0.2697,0.2407,0.2386,0.2259,0.2413
HRBUSNKZOLNKRE-UHFFFAOYNA-N,-9.22577,1.92154,11.14731,[H]C1([H])OC([H])([H])C([H])([H])C2(C([H])([H])O[C@@]([H])(C([H])([H])Br)C2([H])[H])C1([H])[H],HRBUSNKZOLNKRE-MRVPVSSYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121520>,HRBUSNKZOLNKRE,HRBUSNKZOLNKRE-UHFFFAOYNA-N,-8.93811,3.38259,12.3207,[H]C1([H])OC([H])([H])C([H])([H])C2(C([H])([H])O[C@@]([H])(C([H])([H])[H])C2([H])[H])C1([H])[H],IWOUAYANLHFEBF-QMMMGPOBNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f8160>,HRBUSNKZOLNKRE-UHFFFAOYNA-N,-7.83488,0.48151,8.31639,[H][C]([H])[C@]1([H])OC([H])([H])C2(C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C1([H])[H],YAWZCIWURQXBEZ-QMMMGPOBNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75ace80>,0.04872221679033828,0.0441300868500889,139.34556232,-0.1972,-0.27617,-0.1099,0.013205022,-0.0008,0.1801,0.213,0.0805,-0.0007,0.0165,0.0142,0.0258,-0.0007,0.0983,0.1136,0.0531,2411.32202199,-0.16328,-0.01997,-0.0913,-0.157877282,0.4266,0.4122,0.3424,0.4361,0.1281,0.1192,0.12,0.1279,0.2774,0.2657,0.2312,0.282
HSUPLFJIPJPDEH-UHFFFAOYNA-N,-9.13101,0.50075,9.63175,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(Br)C#N)c([H])c1[H],HSUPLFJIPJPDEH-JTQLQIEINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf7121580>,HSUPLFJIPJPDEH,HSUPLFJIPJPDEH-UHFFFAOYNA-N,-9.03701,1.27272,10.30973,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C#N)c([H])c1[H],ICMVGKQFVMTRLB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf9503f40>,HSUPLFJIPJPDEH-UHFFFAOYNA-N,-8.60681,-1.14592,7.4609,[H][C](C#N)C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],FPHVGSLKCNBBTG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf96e26a0>,0.02331279947020448,0.02480697454006986,140.85176223,-0.27342,-0.19799,-0.0868,0.016739376,0.0223,0.1082,0.1536,0.0211,-0.014,0.002,-0.0017,0.0067,0.0042,0.0551,0.076,0.0139,2049.46976434,-0.05417,0.05768,-0.0181,-0.063520686,0.3531,0.3366,0.3063,0.3319,0.0967,0.0902,0.0929,0.0975,0.2249,0.2134,0.1996,0.2147
HWNIOOLFFGHZMF-JSGPKCTENA-N,-9.42876,0.05172,9.48048,[H]c1c([H])c(C([H])([H])Br)c([H])c(S(=O)(=O)N([H])[H])c1[H],HWNIOOLFFGHZMF-JSGPKCTENA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf71215e0>,HWNIOOLFFGHZMF,HWNIOOLFFGHZMF-JSGPKCTENA-N,-9.20902,0.59579,9.80481,[H]c1c([H])c(C([H])([H])[H])c([H])c(S(=O)(=O)N([H])[H])c1[H],NVZINPVISUVPHW-FSHFIPFONA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf87f82e0>,HWNIOOLFFGHZMF-JSGPKCTENA-N,-7.60666,-0.96586,6.6408,[H][C]([H])c1c([H])c([H])c([H])c(S(=O)(=O)N([H])[H])c1[H],MLKHWVWATAYUAN-FSHFIPFONA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf75acee0>,0.024921413550600846,0.023121705320136243,138.96963305,-0.20127,-0.24608,-0.1211,0.026283275,0.0281,0.0566,0.0823,0.045,-0.0007,0.0083,0.0043,0.0247,0.0137,0.0324,0.0433,0.0349,2096.47955494,-0.1574,-0.02855,-0.1001,-0.154874919,0.1953,0.1914,0.1607,0.2114,0.2203,0.2187,0.222,0.2133,0.2078,0.205,0.1913,0.2123
